# Network edges data
# Layout: spring
# N: 505, m: 2
# h: 0.7, f_a: 0.6
# Initial core size (n0): 5
# Added nodes: 500
# Generated: 2026-03-12T19:31:54.704964
source,target,source_origin,target_origin,source_type,target_type
47,43,added,added,Type b,Type a
48,4,added,initial_core,Type a,Type a
48,32,added,added,Type a,Type b
49,47,added,added,Type b,Type b
49,1,added,initial_core,Type b,Type b
50,11,added,added,Type a,Type b
50,22,added,added,Type a,Type a
51,0,added,initial_core,Type a,Type a
51,15,added,added,Type a,Type a
52,41,added,added,Type a,Type a
52,11,added,added,Type a,Type b
53,22,added,added,Type a,Type a
53,15,added,added,Type a,Type a
54,33,added,added,Type b,Type a
54,14,added,added,Type b,Type b
55,21,added,added,Type a,Type b
55,31,added,added,Type a,Type b
56,55,added,added,Type b,Type a
56,3,added,initial_core,Type b,Type b
57,11,added,added,Type a,Type b
57,5,added,added,Type a,Type a
58,14,added,added,Type a,Type b
58,18,added,added,Type a,Type a
59,1,added,initial_core,Type a,Type b
59,5,added,added,Type a,Type a
60,6,added,added,Type a,Type a
60,29,added,added,Type a,Type b
61,60,added,added,Type b,Type a
61,20,added,added,Type b,Type b
62,26,added,added,Type a,Type a
62,32,added,added,Type a,Type b
63,22,added,added,Type b,Type a
63,23,added,added,Type b,Type b
64,38,added,added,Type a,Type b
64,23,added,added,Type a,Type b
65,4,added,initial_core,Type a,Type a
65,1,added,initial_core,Type a,Type b
66,0,added,initial_core,Type a,Type a
66,2,added,initial_core,Type a,Type a
67,5,added,added,Type a,Type a
67,8,added,added,Type a,Type a
68,39,added,added,Type a,Type b
68,27,added,added,Type a,Type a
69,55,added,added,Type a,Type a
69,35,added,added,Type a,Type b
70,29,added,added,Type a,Type b
70,20,added,added,Type a,Type b
71,29,added,added,Type a,Type b
71,69,added,added,Type a,Type a
72,3,added,initial_core,Type b,Type b
72,1,added,initial_core,Type b,Type b
73,60,added,added,Type b,Type a
73,40,added,added,Type b,Type b
74,2,added,initial_core,Type b,Type a
74,48,added,added,Type b,Type a
75,2,added,initial_core,Type a,Type a
75,14,added,added,Type a,Type b
76,55,added,added,Type a,Type a
76,2,added,initial_core,Type a,Type a
77,27,added,added,Type b,Type a
77,45,added,added,Type b,Type a
78,71,added,added,Type a,Type a
78,12,added,added,Type a,Type a
79,10,added,added,Type a,Type a
79,43,added,added,Type a,Type a
80,51,added,added,Type a,Type a
80,1,added,initial_core,Type a,Type b
81,17,added,added,Type a,Type a
81,2,added,initial_core,Type a,Type a
82,58,added,added,Type a,Type a
82,12,added,added,Type a,Type a
83,59,added,added,Type a,Type a
83,29,added,added,Type a,Type b
84,66,added,added,Type b,Type a
84,43,added,added,Type b,Type a
85,0,added,initial_core,Type a,Type a
85,28,added,added,Type a,Type a
86,56,added,added,Type b,Type b
86,3,added,initial_core,Type b,Type b
87,76,added,added,Type b,Type a
87,5,added,added,Type b,Type a
88,17,added,added,Type a,Type a
88,29,added,added,Type a,Type b
89,31,added,added,Type b,Type b
89,70,added,added,Type b,Type a
90,22,added,added,Type b,Type a
90,9,added,added,Type b,Type a
91,55,added,added,Type a,Type a
91,3,added,initial_core,Type a,Type b
92,4,added,initial_core,Type a,Type a
92,41,added,added,Type a,Type a
93,4,added,initial_core,Type a,Type a
93,11,added,added,Type a,Type b
94,20,added,added,Type a,Type b
94,61,added,added,Type a,Type b
95,21,added,added,Type a,Type b
95,0,added,initial_core,Type a,Type a
96,1,added,initial_core,Type a,Type b
96,71,added,added,Type a,Type a
97,66,added,added,Type b,Type a
97,2,added,initial_core,Type b,Type a
98,80,added,added,Type a,Type a
98,20,added,added,Type a,Type b
99,91,added,added,Type b,Type a
99,0,added,initial_core,Type b,Type a
100,33,added,added,Type a,Type a
100,13,added,added,Type a,Type b
101,14,added,added,Type a,Type b
101,5,added,added,Type a,Type a
102,55,added,added,Type a,Type a
102,101,added,added,Type a,Type a
103,75,added,added,Type a,Type a
103,30,added,added,Type a,Type b
104,1,added,initial_core,Type a,Type b
104,29,added,added,Type a,Type b
105,10,added,added,Type a,Type a
105,8,added,added,Type a,Type a
106,24,added,added,Type b,Type a
106,9,added,added,Type b,Type a
107,100,added,added,Type b,Type a
107,55,added,added,Type b,Type a
108,85,added,added,Type a,Type a
108,22,added,added,Type a,Type a
109,57,added,added,Type b,Type a
109,47,added,added,Type b,Type b
110,72,added,added,Type b,Type b
110,24,added,added,Type b,Type a
111,2,added,initial_core,Type a,Type a
111,17,added,added,Type a,Type a
112,5,added,added,Type b,Type a
112,62,added,added,Type b,Type a
113,5,added,added,Type b,Type a
113,66,added,added,Type b,Type a
114,108,added,added,Type b,Type a
114,19,added,added,Type b,Type b
115,81,added,added,Type b,Type a
115,18,added,added,Type b,Type a
116,17,added,added,Type a,Type a
116,51,added,added,Type a,Type a
117,85,added,added,Type a,Type a
117,11,added,added,Type a,Type b
118,14,added,added,Type b,Type b
118,30,added,added,Type b,Type b
119,29,added,added,Type b,Type b
119,47,added,added,Type b,Type b
120,28,added,added,Type a,Type a
120,1,added,initial_core,Type a,Type b
121,26,added,added,Type a,Type a
121,12,added,added,Type a,Type a
122,15,added,added,Type a,Type a
122,12,added,added,Type a,Type a
123,79,added,added,Type a,Type a
123,98,added,added,Type a,Type a
124,23,added,added,Type b,Type b
124,100,added,added,Type b,Type a
125,124,added,added,Type a,Type b
125,3,added,initial_core,Type a,Type b
126,44,added,added,Type b,Type a
126,32,added,added,Type b,Type b
127,88,added,added,Type b,Type a
127,87,added,added,Type b,Type b
128,20,added,added,Type a,Type b
128,46,added,added,Type a,Type a
129,85,added,added,Type a,Type a
129,45,added,added,Type a,Type a
130,55,added,added,Type a,Type a
130,118,added,added,Type a,Type b
131,57,added,added,Type b,Type a
131,7,added,added,Type b,Type a
132,22,added,added,Type b,Type a
132,108,added,added,Type b,Type a
133,60,added,added,Type a,Type a
133,104,added,added,Type a,Type a
134,14,added,added,Type a,Type b
134,5,added,added,Type a,Type a
135,18,added,added,Type a,Type a
135,112,added,added,Type a,Type b
136,3,added,initial_core,Type a,Type b
136,120,added,added,Type a,Type a
137,30,added,added,Type a,Type b
137,66,added,added,Type a,Type a
138,8,added,added,Type b,Type a
138,7,added,added,Type b,Type a
139,100,added,added,Type a,Type a
139,119,added,added,Type a,Type b
140,67,added,added,Type a,Type a
140,29,added,added,Type a,Type b
141,14,added,added,Type b,Type b
141,12,added,added,Type b,Type a
142,108,added,added,Type a,Type a
142,5,added,added,Type a,Type a
143,10,added,added,Type a,Type a
143,120,added,added,Type a,Type a
144,18,added,added,Type a,Type a
144,67,added,added,Type a,Type a
145,51,added,added,Type a,Type a
145,28,added,added,Type a,Type a
146,55,added,added,Type a,Type a
146,20,added,added,Type a,Type b
147,139,added,added,Type a,Type a
147,104,added,added,Type a,Type a
148,18,added,added,Type a,Type a
148,0,added,initial_core,Type a,Type a
149,12,added,added,Type b,Type a
149,40,added,added,Type b,Type b
150,85,added,added,Type b,Type a
150,5,added,added,Type b,Type a
151,91,added,added,Type a,Type a
151,1,added,initial_core,Type a,Type b
152,1,added,initial_core,Type a,Type b
152,8,added,added,Type a,Type a
153,108,added,added,Type a,Type a
153,85,added,added,Type a,Type a
154,55,added,added,Type a,Type a
154,39,added,added,Type a,Type b
155,22,added,added,Type a,Type a
155,88,added,added,Type a,Type a
156,11,added,added,Type a,Type b
156,22,added,added,Type a,Type a
157,94,added,added,Type a,Type a
157,26,added,added,Type a,Type a
158,45,added,added,Type b,Type a
158,97,added,added,Type b,Type b
159,27,added,added,Type b,Type a
159,3,added,initial_core,Type b,Type b
160,0,added,initial_core,Type a,Type a
160,2,added,initial_core,Type a,Type a
161,44,added,added,Type b,Type a
161,100,added,added,Type b,Type a
162,46,added,added,Type b,Type a
162,86,added,added,Type b,Type b
163,146,added,added,Type b,Type a
163,12,added,added,Type b,Type a
164,37,added,added,Type b,Type a
164,8,added,added,Type b,Type a
165,56,added,added,Type a,Type b
165,129,added,added,Type a,Type a
166,55,added,added,Type b,Type a
166,108,added,added,Type b,Type a
167,2,added,initial_core,Type a,Type a
167,31,added,added,Type a,Type b
168,96,added,added,Type b,Type a
168,78,added,added,Type b,Type a
169,80,added,added,Type a,Type a
169,162,added,added,Type a,Type b
170,87,added,added,Type a,Type b
170,8,added,added,Type a,Type a
171,149,added,added,Type b,Type b
171,9,added,added,Type b,Type a
172,18,added,added,Type b,Type a
172,132,added,added,Type b,Type b
173,99,added,added,Type a,Type b
173,10,added,added,Type a,Type a
174,5,added,added,Type a,Type a
174,112,added,added,Type a,Type b
175,23,added,added,Type a,Type b
175,25,added,added,Type a,Type a
176,11,added,added,Type a,Type b
176,99,added,added,Type a,Type b
177,105,added,added,Type a,Type a
177,5,added,added,Type a,Type a
178,2,added,initial_core,Type a,Type a
178,3,added,initial_core,Type a,Type b
179,63,added,added,Type a,Type b
179,93,added,added,Type a,Type a
180,2,added,initial_core,Type a,Type a
180,27,added,added,Type a,Type a
181,162,added,added,Type b,Type b
181,147,added,added,Type b,Type a
182,159,added,added,Type a,Type b
182,13,added,added,Type a,Type b
183,105,added,added,Type b,Type a
183,0,added,initial_core,Type b,Type a
184,21,added,added,Type a,Type b
184,10,added,added,Type a,Type a
185,57,added,added,Type a,Type a
185,78,added,added,Type a,Type a
186,92,added,added,Type a,Type a
186,20,added,added,Type a,Type b
187,4,added,initial_core,Type a,Type a
187,10,added,added,Type a,Type a
188,126,added,added,Type a,Type b
188,43,added,added,Type a,Type a
189,164,added,added,Type b,Type b
189,110,added,added,Type b,Type b
190,0,added,initial_core,Type b,Type a
190,92,added,added,Type b,Type a
191,108,added,added,Type a,Type a
191,34,added,added,Type a,Type a
192,165,added,added,Type a,Type a
192,8,added,added,Type a,Type a
193,117,added,added,Type b,Type a
193,163,added,added,Type b,Type b
194,25,added,added,Type b,Type a
194,96,added,added,Type b,Type a
195,105,added,added,Type a,Type a
195,176,added,added,Type a,Type a
196,7,added,added,Type a,Type a
196,37,added,added,Type a,Type a
197,27,added,added,Type a,Type a
197,35,added,added,Type a,Type b
198,1,added,initial_core,Type a,Type b
198,83,added,added,Type a,Type a
199,99,added,added,Type a,Type b
199,34,added,added,Type a,Type a
200,20,added,added,Type b,Type b
200,60,added,added,Type b,Type a
201,180,added,added,Type a,Type a
201,18,added,added,Type a,Type a
202,27,added,added,Type b,Type a
202,96,added,added,Type b,Type a
203,119,added,added,Type b,Type b
203,83,added,added,Type b,Type a
204,43,added,added,Type a,Type a
204,6,added,added,Type a,Type a
205,6,added,added,Type a,Type a
205,176,added,added,Type a,Type a
206,168,added,added,Type b,Type b
206,81,added,added,Type b,Type a
207,0,added,initial_core,Type a,Type a
207,60,added,added,Type a,Type a
208,129,added,added,Type b,Type a
208,2,added,initial_core,Type b,Type a
209,5,added,added,Type a,Type a
209,18,added,added,Type a,Type a
210,23,added,added,Type b,Type b
210,56,added,added,Type b,Type b
211,35,added,added,Type a,Type b
211,30,added,added,Type a,Type b
212,2,added,initial_core,Type a,Type a
212,209,added,added,Type a,Type a
213,1,added,initial_core,Type a,Type b
213,176,added,added,Type a,Type a
214,0,added,initial_core,Type a,Type a
214,15,added,added,Type a,Type a
215,116,added,added,Type b,Type a
215,91,added,added,Type b,Type a
216,49,added,added,Type b,Type b
216,181,added,added,Type b,Type b
217,55,added,added,Type a,Type a
217,149,added,added,Type a,Type b
218,14,added,added,Type a,Type b
218,26,added,added,Type a,Type a
219,61,added,added,Type b,Type b
219,27,added,added,Type b,Type a
220,5,added,added,Type b,Type a
220,118,added,added,Type b,Type b
221,60,added,added,Type a,Type a
221,27,added,added,Type a,Type a
222,8,added,added,Type b,Type a
222,166,added,added,Type b,Type b
223,9,added,added,Type b,Type a
223,7,added,added,Type b,Type a
224,44,added,added,Type a,Type a
224,199,added,added,Type a,Type a
225,20,added,added,Type b,Type b
225,52,added,added,Type b,Type a
226,133,added,added,Type a,Type a
226,112,added,added,Type a,Type b
227,85,added,added,Type b,Type a
227,2,added,initial_core,Type b,Type a
228,84,added,added,Type a,Type b
228,88,added,added,Type a,Type a
229,26,added,added,Type b,Type a
229,15,added,added,Type b,Type a
230,88,added,added,Type a,Type a
230,165,added,added,Type a,Type a
231,61,added,added,Type b,Type b
231,34,added,added,Type b,Type a
232,31,added,added,Type b,Type b
232,43,added,added,Type b,Type a
233,60,added,added,Type a,Type a
233,11,added,added,Type a,Type b
234,3,added,initial_core,Type b,Type b
234,1,added,initial_core,Type b,Type b
235,227,added,added,Type a,Type b
235,20,added,added,Type a,Type b
236,3,added,initial_core,Type a,Type b
236,0,added,initial_core,Type a,Type a
237,29,added,added,Type b,Type b
237,159,added,added,Type b,Type b
238,71,added,added,Type a,Type a
238,1,added,initial_core,Type a,Type b
239,195,added,added,Type a,Type a
239,87,added,added,Type a,Type b
240,207,added,added,Type a,Type a
240,29,added,added,Type a,Type b
241,51,added,added,Type a,Type a
241,85,added,added,Type a,Type a
242,31,added,added,Type b,Type b
242,65,added,added,Type b,Type a
243,96,added,added,Type b,Type a
243,20,added,added,Type b,Type b
244,80,added,added,Type b,Type a
244,169,added,added,Type b,Type a
245,107,added,added,Type b,Type b
245,23,added,added,Type b,Type b
246,4,added,initial_core,Type b,Type a
246,107,added,added,Type b,Type b
247,27,added,added,Type a,Type a
247,49,added,added,Type a,Type b
248,55,added,added,Type a,Type a
248,45,added,added,Type a,Type a
249,1,added,initial_core,Type a,Type b
249,4,added,initial_core,Type a,Type a
250,9,added,added,Type b,Type a
250,26,added,added,Type b,Type a
251,35,added,added,Type b,Type b
251,41,added,added,Type b,Type a
252,47,added,added,Type a,Type b
252,82,added,added,Type a,Type a
253,35,added,added,Type a,Type b
253,9,added,added,Type a,Type a
254,1,added,initial_core,Type a,Type b
254,22,added,added,Type a,Type a
255,8,added,added,Type a,Type a
255,2,added,initial_core,Type a,Type a
256,69,added,added,Type b,Type a
256,15,added,added,Type b,Type a
257,20,added,added,Type b,Type b
257,103,added,added,Type b,Type a
258,39,added,added,Type a,Type b
258,209,added,added,Type a,Type a
259,231,added,added,Type b,Type b
259,21,added,added,Type b,Type b
260,109,added,added,Type a,Type b
260,97,added,added,Type a,Type b
261,3,added,initial_core,Type a,Type b
261,176,added,added,Type a,Type a
262,0,added,initial_core,Type a,Type a
262,118,added,added,Type a,Type b
263,135,added,added,Type a,Type a
263,5,added,added,Type a,Type a
264,218,added,added,Type a,Type a
264,96,added,added,Type a,Type a
265,192,added,added,Type a,Type a
265,113,added,added,Type a,Type b
266,21,added,added,Type a,Type b
266,204,added,added,Type a,Type a
267,125,added,added,Type b,Type a
267,75,added,added,Type b,Type a
268,110,added,added,Type b,Type b
268,235,added,added,Type b,Type a
269,14,added,added,Type b,Type b
269,205,added,added,Type b,Type a
270,30,added,added,Type a,Type b
270,17,added,added,Type a,Type a
271,80,added,added,Type a,Type a
271,1,added,initial_core,Type a,Type b
272,20,added,added,Type a,Type b
272,3,added,initial_core,Type a,Type b
273,32,added,added,Type a,Type b
273,208,added,added,Type a,Type b
274,7,added,added,Type a,Type a
274,2,added,initial_core,Type a,Type a
275,165,added,added,Type a,Type a
275,45,added,added,Type a,Type a
276,176,added,added,Type a,Type a
276,110,added,added,Type a,Type b
277,218,added,added,Type b,Type a
277,9,added,added,Type b,Type a
278,247,added,added,Type a,Type a
278,178,added,added,Type a,Type a
279,78,added,added,Type b,Type a
279,50,added,added,Type b,Type a
280,104,added,added,Type b,Type a
280,48,added,added,Type b,Type a
281,62,added,added,Type a,Type a
281,2,added,initial_core,Type a,Type a
282,108,added,added,Type a,Type a
282,128,added,added,Type a,Type a
283,91,added,added,Type b,Type a
283,8,added,added,Type b,Type a
284,8,added,added,Type b,Type a
284,80,added,added,Type b,Type a
285,22,added,added,Type a,Type a
285,213,added,added,Type a,Type a
286,158,added,added,Type a,Type b
286,8,added,added,Type a,Type a
287,44,added,added,Type a,Type a
287,273,added,added,Type a,Type a
288,193,added,added,Type b,Type b
288,127,added,added,Type b,Type b
289,176,added,added,Type a,Type a
289,149,added,added,Type a,Type b
290,54,added,added,Type b,Type b
290,22,added,added,Type b,Type a
291,47,added,added,Type a,Type b
291,4,added,initial_core,Type a,Type a
292,121,added,added,Type b,Type a
292,8,added,added,Type b,Type a
293,263,added,added,Type b,Type a
293,83,added,added,Type b,Type a
294,274,added,added,Type a,Type a
294,118,added,added,Type a,Type b
295,268,added,added,Type a,Type b
295,57,added,added,Type a,Type a
296,0,added,initial_core,Type a,Type a
296,184,added,added,Type a,Type a
297,186,added,added,Type a,Type a
297,3,added,initial_core,Type a,Type b
298,1,added,initial_core,Type b,Type b
298,152,added,added,Type b,Type a
299,239,added,added,Type a,Type a
299,100,added,added,Type a,Type a
300,255,added,added,Type b,Type a
300,98,added,added,Type b,Type a
301,259,added,added,Type a,Type b
301,140,added,added,Type a,Type a
302,79,added,added,Type b,Type a
302,298,added,added,Type b,Type b
303,8,added,added,Type a,Type a
303,1,added,initial_core,Type a,Type b
304,3,added,initial_core,Type b,Type b
304,102,added,added,Type b,Type a
305,201,added,added,Type a,Type a
305,43,added,added,Type a,Type a
306,11,added,added,Type a,Type b
306,5,added,added,Type a,Type a
307,2,added,initial_core,Type a,Type a
307,55,added,added,Type a,Type a
308,8,added,added,Type a,Type a
308,163,added,added,Type a,Type b
309,167,added,added,Type b,Type a
309,48,added,added,Type b,Type a
310,159,added,added,Type a,Type b
310,122,added,added,Type a,Type a
311,20,added,added,Type a,Type b
311,21,added,added,Type a,Type b
312,192,added,added,Type a,Type a
312,44,added,added,Type a,Type a
313,306,added,added,Type a,Type a
313,40,added,added,Type a,Type b
314,104,added,added,Type b,Type a
314,47,added,added,Type b,Type b
315,2,added,initial_core,Type a,Type a
315,104,added,added,Type a,Type a
316,2,added,initial_core,Type b,Type a
316,126,added,added,Type b,Type b
317,5,added,added,Type a,Type a
317,118,added,added,Type a,Type b
318,12,added,added,Type a,Type a
318,37,added,added,Type a,Type a
319,149,added,added,Type a,Type b
319,144,added,added,Type a,Type a
320,148,added,added,Type b,Type a
320,268,added,added,Type b,Type b
321,105,added,added,Type b,Type a
321,93,added,added,Type b,Type a
322,10,added,added,Type a,Type a
322,112,added,added,Type a,Type b
323,5,added,added,Type a,Type a
323,208,added,added,Type a,Type b
324,2,added,initial_core,Type a,Type a
324,5,added,added,Type a,Type a
325,17,added,added,Type a,Type a
325,98,added,added,Type a,Type a
326,14,added,added,Type a,Type b
326,6,added,added,Type a,Type a
327,119,added,added,Type a,Type b
327,79,added,added,Type a,Type a
328,275,added,added,Type a,Type a
328,227,added,added,Type a,Type b
329,51,added,added,Type b,Type a
329,104,added,added,Type b,Type a
330,61,added,added,Type b,Type b
330,1,added,initial_core,Type b,Type b
331,248,added,added,Type b,Type a
331,30,added,added,Type b,Type b
332,166,added,added,Type b,Type b
332,130,added,added,Type b,Type a
333,0,added,initial_core,Type a,Type a
333,86,added,added,Type a,Type b
334,5,added,added,Type a,Type a
334,315,added,added,Type a,Type a
335,191,added,added,Type a,Type a
335,57,added,added,Type a,Type a
336,222,added,added,Type a,Type b
336,317,added,added,Type a,Type a
337,181,added,added,Type a,Type b
337,137,added,added,Type a,Type a
338,50,added,added,Type a,Type a
338,85,added,added,Type a,Type a
339,295,added,added,Type a,Type a
339,7,added,added,Type a,Type a
340,167,added,added,Type a,Type a
340,75,added,added,Type a,Type a
341,121,added,added,Type b,Type a
341,172,added,added,Type b,Type b
342,166,added,added,Type a,Type b
342,37,added,added,Type a,Type a
343,43,added,added,Type b,Type a
343,231,added,added,Type b,Type b
344,133,added,added,Type b,Type a
344,26,added,added,Type b,Type a
345,45,added,added,Type a,Type a
345,12,added,added,Type a,Type a
346,127,added,added,Type a,Type b
346,71,added,added,Type a,Type a
347,131,added,added,Type a,Type b
347,118,added,added,Type a,Type b
348,5,added,added,Type a,Type a
348,78,added,added,Type a,Type a
349,5,added,added,Type a,Type a
349,22,added,added,Type a,Type a
350,331,added,added,Type b,Type b
350,277,added,added,Type b,Type b
351,182,added,added,Type a,Type a
351,5,added,added,Type a,Type a
352,167,added,added,Type a,Type a
352,32,added,added,Type a,Type b
353,218,added,added,Type b,Type a
353,28,added,added,Type b,Type a
354,132,added,added,Type a,Type b
354,21,added,added,Type a,Type b
355,108,added,added,Type b,Type a
355,265,added,added,Type b,Type a
356,71,added,added,Type a,Type a
356,260,added,added,Type a,Type a
357,246,added,added,Type b,Type b
357,3,added,initial_core,Type b,Type b
358,121,added,added,Type a,Type a
358,102,added,added,Type a,Type a
359,208,added,added,Type a,Type b
359,193,added,added,Type a,Type b
360,9,added,added,Type a,Type a
360,11,added,added,Type a,Type b
361,105,added,added,Type a,Type a
361,174,added,added,Type a,Type a
362,100,added,added,Type b,Type a
362,63,added,added,Type b,Type b
363,107,added,added,Type b,Type b
363,119,added,added,Type b,Type b
364,347,added,added,Type a,Type a
364,1,added,initial_core,Type a,Type b
365,180,added,added,Type b,Type a
365,59,added,added,Type b,Type a
366,337,added,added,Type b,Type a
366,193,added,added,Type b,Type b
367,20,added,added,Type b,Type b
367,129,added,added,Type b,Type a
368,147,added,added,Type a,Type a
368,263,added,added,Type a,Type a
369,20,added,added,Type a,Type b
369,299,added,added,Type a,Type a
370,32,added,added,Type a,Type b
370,358,added,added,Type a,Type a
371,263,added,added,Type b,Type a
371,7,added,added,Type b,Type a
372,65,added,added,Type b,Type a
372,67,added,added,Type b,Type a
373,30,added,added,Type a,Type b
373,17,added,added,Type a,Type a
374,2,added,initial_core,Type a,Type a
374,60,added,added,Type a,Type a
375,370,added,added,Type a,Type a
375,15,added,added,Type a,Type a
376,27,added,added,Type b,Type a
376,36,added,added,Type b,Type b
377,110,added,added,Type b,Type b
377,265,added,added,Type b,Type a
378,110,added,added,Type b,Type b
378,271,added,added,Type b,Type a
379,67,added,added,Type b,Type a
379,5,added,added,Type b,Type a
380,32,added,added,Type a,Type b
380,280,added,added,Type a,Type b
381,2,added,initial_core,Type b,Type a
381,83,added,added,Type b,Type a
382,88,added,added,Type a,Type a
382,3,added,initial_core,Type a,Type b
383,5,added,added,Type a,Type a
383,64,added,added,Type a,Type a
384,171,added,added,Type a,Type b
384,322,added,added,Type a,Type a
385,96,added,added,Type b,Type a
385,5,added,added,Type b,Type a
386,107,added,added,Type b,Type b
386,15,added,added,Type b,Type a
387,243,added,added,Type b,Type b
387,37,added,added,Type b,Type a
388,44,added,added,Type b,Type a
388,227,added,added,Type b,Type b
389,277,added,added,Type a,Type b
389,27,added,added,Type a,Type a
390,32,added,added,Type b,Type b
390,88,added,added,Type b,Type a
391,177,added,added,Type b,Type a
391,266,added,added,Type b,Type a
392,141,added,added,Type b,Type b
392,341,added,added,Type b,Type b
393,267,added,added,Type a,Type b
393,147,added,added,Type a,Type a
394,378,added,added,Type b,Type b
394,30,added,added,Type b,Type b
395,17,added,added,Type b,Type a
395,60,added,added,Type b,Type a
396,13,added,added,Type b,Type b
396,37,added,added,Type b,Type a
397,57,added,added,Type b,Type a
397,105,added,added,Type b,Type a
398,99,added,added,Type a,Type b
398,104,added,added,Type a,Type a
399,78,added,added,Type b,Type a
399,389,added,added,Type b,Type a
400,6,added,added,Type a,Type a
400,149,added,added,Type a,Type b
401,259,added,added,Type a,Type b
401,126,added,added,Type a,Type b
402,118,added,added,Type b,Type b
402,281,added,added,Type b,Type a
403,107,added,added,Type a,Type b
403,105,added,added,Type a,Type a
404,88,added,added,Type b,Type a
404,17,added,added,Type b,Type a
405,327,added,added,Type b,Type a
405,9,added,added,Type b,Type a
406,65,added,added,Type a,Type a
406,10,added,added,Type a,Type a
407,228,added,added,Type b,Type a
407,89,added,added,Type b,Type b
408,331,added,added,Type b,Type b
408,270,added,added,Type b,Type a
409,375,added,added,Type b,Type a
409,237,added,added,Type b,Type b
410,97,added,added,Type b,Type b
410,361,added,added,Type b,Type a
411,103,added,added,Type b,Type a
411,311,added,added,Type b,Type a
412,68,added,added,Type a,Type a
412,124,added,added,Type a,Type b
413,280,added,added,Type b,Type b
413,57,added,added,Type b,Type a
414,83,added,added,Type a,Type a
414,29,added,added,Type a,Type b
415,112,added,added,Type a,Type b
415,194,added,added,Type a,Type b
416,267,added,added,Type b,Type b
416,222,added,added,Type b,Type b
