# Network edges data
# Layout: spring
# N: 28005, m: 2
# h: 0.7, f_a: 0.5
# Initial core size (n0): 5
# Added nodes: 28000
# Generated: 2026-03-18T20:22:08.434341
source,target,source_origin,target_origin,source_type,target_type
47,43,added,added,Type b,Type a
48,4,added,initial_core,Type b,Type a
48,32,added,added,Type b,Type b
49,47,added,added,Type b,Type b
49,1,added,initial_core,Type b,Type b
50,11,added,added,Type b,Type b
50,23,added,added,Type b,Type b
51,0,added,initial_core,Type a,Type a
51,16,added,added,Type a,Type b
52,41,added,added,Type a,Type a
52,11,added,added,Type a,Type b
53,23,added,added,Type a,Type b
53,15,added,added,Type a,Type a
54,33,added,added,Type b,Type a
54,14,added,added,Type b,Type b
55,21,added,added,Type a,Type b
55,31,added,added,Type a,Type b
56,55,added,added,Type b,Type a
56,3,added,initial_core,Type b,Type b
57,11,added,added,Type a,Type b
57,5,added,added,Type a,Type a
58,14,added,added,Type a,Type b
58,18,added,added,Type a,Type a
59,1,added,initial_core,Type a,Type b
59,5,added,added,Type a,Type a
60,6,added,added,Type a,Type a
60,29,added,added,Type a,Type b
61,60,added,added,Type b,Type a
61,20,added,added,Type b,Type b
62,27,added,added,Type b,Type a
62,32,added,added,Type b,Type b
63,23,added,added,Type b,Type b
63,8,added,added,Type b,Type a
64,23,added,added,Type b,Type b
64,7,added,added,Type b,Type b
65,1,added,initial_core,Type a,Type b
65,8,added,added,Type a,Type a
66,2,added,initial_core,Type a,Type a
66,1,added,initial_core,Type a,Type b
67,8,added,added,Type a,Type a
67,23,added,added,Type a,Type b
68,27,added,added,Type b,Type a
68,2,added,initial_core,Type b,Type a
69,35,added,added,Type b,Type b
69,18,added,added,Type b,Type a
70,19,added,added,Type b,Type b
70,2,added,initial_core,Type b,Type a
71,69,added,added,Type b,Type b
71,40,added,added,Type b,Type b
72,1,added,initial_core,Type a,Type b
72,62,added,added,Type a,Type b
73,40,added,added,Type b,Type b
73,41,added,added,Type b,Type a
74,48,added,added,Type a,Type b
74,3,added,initial_core,Type a,Type b
75,14,added,added,Type a,Type b
75,0,added,initial_core,Type a,Type a
76,2,added,initial_core,Type b,Type a
76,40,added,added,Type b,Type b
77,44,added,added,Type b,Type a
77,29,added,added,Type b,Type b
78,12,added,added,Type b,Type a
78,20,added,added,Type b,Type b
79,42,added,added,Type a,Type a
79,8,added,added,Type a,Type a
80,1,added,initial_core,Type b,Type b
80,4,added,initial_core,Type b,Type a
81,1,added,initial_core,Type a,Type b
81,3,added,initial_core,Type a,Type b
82,11,added,added,Type b,Type b
82,4,added,initial_core,Type b,Type a
83,28,added,added,Type b,Type a
83,32,added,added,Type b,Type b
84,41,added,added,Type b,Type a
84,5,added,added,Type b,Type a
85,26,added,added,Type a,Type b
85,41,added,added,Type a,Type a
86,3,added,initial_core,Type b,Type b
86,33,added,added,Type b,Type a
87,5,added,added,Type b,Type a
87,8,added,added,Type b,Type a
88,29,added,added,Type a,Type b
88,86,added,added,Type a,Type b
89,69,added,added,Type b,Type b
89,36,added,added,Type b,Type b
90,8,added,added,Type a,Type a
90,11,added,added,Type a,Type b
91,3,added,initial_core,Type b,Type b
91,2,added,initial_core,Type b,Type a
92,40,added,added,Type a,Type b
92,13,added,added,Type a,Type b
93,10,added,added,Type a,Type a
93,1,added,initial_core,Type a,Type b
94,60,added,added,Type a,Type a
94,19,added,added,Type a,Type b
95,0,added,initial_core,Type a,Type a
95,8,added,added,Type a,Type a
96,1,added,initial_core,Type a,Type b
96,70,added,added,Type a,Type b
97,66,added,added,Type b,Type a
97,2,added,initial_core,Type b,Type a
98,81,added,added,Type a,Type a
98,18,added,added,Type a,Type a
99,91,added,added,Type b,Type b
99,0,added,initial_core,Type b,Type a
100,32,added,added,Type a,Type b
100,11,added,added,Type a,Type b
101,12,added,added,Type a,Type a
101,5,added,added,Type a,Type a
102,52,added,added,Type a,Type a
102,101,added,added,Type a,Type a
103,75,added,added,Type a,Type a
103,30,added,added,Type a,Type b
104,1,added,initial_core,Type a,Type b
104,29,added,added,Type a,Type b
105,8,added,added,Type a,Type a
105,99,added,added,Type a,Type b
106,8,added,added,Type a,Type a
106,93,added,added,Type a,Type a
107,54,added,added,Type b,Type b
107,2,added,initial_core,Type b,Type a
108,21,added,added,Type b,Type b
108,66,added,added,Type b,Type a
109,43,added,added,Type b,Type a
109,64,added,added,Type b,Type b
110,23,added,added,Type b,Type b
110,26,added,added,Type b,Type b
111,15,added,added,Type a,Type a
111,87,added,added,Type a,Type b
112,62,added,added,Type a,Type b
112,72,added,added,Type a,Type a
113,66,added,added,Type a,Type a
113,47,added,added,Type a,Type b
114,18,added,added,Type b,Type a
114,66,added,added,Type b,Type a
115,17,added,added,Type b,Type a
115,5,added,added,Type b,Type a
116,47,added,added,Type a,Type b
116,8,added,added,Type a,Type a
117,10,added,added,Type b,Type a
117,67,added,added,Type b,Type a
118,30,added,added,Type a,Type b
118,90,added,added,Type a,Type a
119,44,added,added,Type a,Type a
119,14,added,added,Type a,Type b
120,1,added,initial_core,Type a,Type b
120,31,added,added,Type a,Type b
121,11,added,added,Type a,Type b
121,4,added,initial_core,Type a,Type a
122,11,added,added,Type a,Type b
122,16,added,added,Type a,Type b
123,98,added,added,Type b,Type a
123,102,added,added,Type b,Type a
124,99,added,added,Type a,Type b
124,41,added,added,Type a,Type a
125,2,added,initial_core,Type b,Type a
125,70,added,added,Type b,Type b
126,32,added,added,Type b,Type b
126,71,added,added,Type b,Type b
127,88,added,added,Type b,Type a
127,15,added,added,Type b,Type a
128,43,added,added,Type a,Type a
128,1,added,initial_core,Type a,Type b
129,42,added,added,Type b,Type a
129,26,added,added,Type b,Type b
130,118,added,added,Type b,Type a
130,84,added,added,Type b,Type b
131,6,added,added,Type b,Type a
131,123,added,added,Type b,Type b
132,107,added,added,Type a,Type b
132,32,added,added,Type a,Type b
133,104,added,added,Type b,Type a
133,1,added,initial_core,Type b,Type b
134,4,added,initial_core,Type a,Type a
134,1,added,initial_core,Type a,Type b
135,113,added,added,Type a,Type a
135,8,added,added,Type a,Type a
136,120,added,added,Type a,Type a
136,32,added,added,Type a,Type b
137,66,added,added,Type a,Type a
137,92,added,added,Type a,Type a
138,6,added,added,Type a,Type a
138,26,added,added,Type a,Type b
139,119,added,added,Type b,Type a
139,5,added,added,Type b,Type a
140,29,added,added,Type b,Type b
140,108,added,added,Type b,Type b
141,11,added,added,Type a,Type b
141,0,added,initial_core,Type a,Type a
142,4,added,initial_core,Type b,Type a
142,11,added,added,Type b,Type b
143,121,added,added,Type a,Type a
143,1,added,initial_core,Type a,Type b
144,67,added,added,Type a,Type a
144,4,added,initial_core,Type a,Type a
145,27,added,added,Type b,Type a
145,0,added,initial_core,Type b,Type a
146,18,added,added,Type b,Type a
146,7,added,added,Type b,Type b
147,104,added,added,Type b,Type a
147,29,added,added,Type b,Type b
148,0,added,initial_core,Type a,Type a
148,79,added,added,Type a,Type a
149,37,added,added,Type a,Type a
149,59,added,added,Type a,Type a
150,4,added,initial_core,Type b,Type a
150,1,added,initial_core,Type b,Type b
151,1,added,initial_core,Type b,Type b
151,25,added,added,Type b,Type a
152,7,added,added,Type a,Type b
152,5,added,added,Type a,Type a
153,85,added,added,Type b,Type a
153,8,added,added,Type b,Type a
154,35,added,added,Type b,Type b
154,1,added,initial_core,Type b,Type b
155,87,added,added,Type a,Type b
155,3,added,initial_core,Type a,Type b
156,19,added,added,Type a,Type b
156,0,added,initial_core,Type a,Type a
157,23,added,added,Type b,Type b
157,64,added,added,Type b,Type b
158,95,added,added,Type b,Type a
158,67,added,added,Type b,Type a
159,3,added,initial_core,Type a,Type b
159,28,added,added,Type a,Type a
160,1,added,initial_core,Type a,Type b
160,108,added,added,Type a,Type b
161,99,added,added,Type b,Type b
161,87,added,added,Type b,Type b
162,86,added,added,Type b,Type b
162,143,added,added,Type b,Type a
163,10,added,added,Type b,Type a
163,133,added,added,Type b,Type b
164,7,added,added,Type a,Type b
164,27,added,added,Type a,Type a
165,129,added,added,Type b,Type b
165,133,added,added,Type b,Type b
166,107,added,added,Type b,Type b
166,43,added,added,Type b,Type a
167,30,added,added,Type a,Type b
167,84,added,added,Type a,Type b
168,78,added,added,Type b,Type b
168,0,added,initial_core,Type b,Type a
169,162,added,added,Type b,Type b
169,8,added,added,Type b,Type a
170,7,added,added,Type b,Type b
170,100,added,added,Type b,Type a
171,7,added,added,Type b,Type b
171,117,added,added,Type b,Type b
172,132,added,added,Type a,Type a
172,1,added,initial_core,Type a,Type b
173,8,added,added,Type b,Type a
173,23,added,added,Type b,Type b
174,113,added,added,Type a,Type a
174,7,added,added,Type a,Type b
175,23,added,added,Type a,Type b
175,11,added,added,Type a,Type b
176,99,added,added,Type a,Type b
176,59,added,added,Type a,Type a
177,4,added,initial_core,Type b,Type a
177,51,added,added,Type b,Type a
178,2,added,initial_core,Type a,Type a
178,31,added,added,Type a,Type b
179,92,added,added,Type b,Type a
179,58,added,added,Type b,Type a
180,25,added,added,Type a,Type a
180,99,added,added,Type a,Type b
181,147,added,added,Type b,Type b
181,41,added,added,Type b,Type a
182,11,added,added,Type b,Type b
182,69,added,added,Type b,Type b
183,0,added,initial_core,Type b,Type a
183,1,added,initial_core,Type b,Type b
184,8,added,added,Type a,Type a
184,5,added,added,Type a,Type a
185,75,added,added,Type b,Type a
185,41,added,added,Type b,Type a
186,18,added,added,Type b,Type a
186,24,added,added,Type b,Type a
187,8,added,added,Type a,Type a
187,41,added,added,Type a,Type a
188,40,added,added,Type b,Type b
188,145,added,added,Type b,Type b
189,110,added,added,Type b,Type b
189,113,added,added,Type b,Type a
190,91,added,added,Type a,Type b
190,1,added,initial_core,Type a,Type b
191,32,added,added,Type b,Type b
191,1,added,initial_core,Type b,Type b
192,7,added,added,Type b,Type b
192,176,added,added,Type b,Type a
193,163,added,added,Type b,Type b
193,75,added,added,Type b,Type a
194,95,added,added,Type a,Type a
194,39,added,added,Type a,Type b
195,176,added,added,Type b,Type a
195,1,added,initial_core,Type b,Type b
196,33,added,added,Type a,Type a
196,1,added,initial_core,Type a,Type b
197,32,added,added,Type a,Type b
197,5,added,added,Type a,Type a
198,80,added,added,Type a,Type b
198,10,added,added,Type a,Type a
199,32,added,added,Type b,Type b
199,160,added,added,Type b,Type a
200,58,added,added,Type a,Type a
200,15,added,added,Type a,Type a
201,14,added,added,Type b,Type b
201,91,added,added,Type b,Type b
202,93,added,added,Type a,Type a
202,77,added,added,Type a,Type b
203,80,added,added,Type b,Type b
203,40,added,added,Type b,Type b
204,5,added,added,Type a,Type a
204,3,added,initial_core,Type a,Type b
205,176,added,added,Type a,Type a
205,91,added,added,Type a,Type b
206,78,added,added,Type b,Type b
206,8,added,added,Type b,Type a
207,59,added,added,Type a,Type a
207,195,added,added,Type a,Type b
208,1,added,initial_core,Type b,Type b
208,27,added,added,Type b,Type a
209,14,added,added,Type a,Type b
209,94,added,added,Type a,Type a
210,52,added,added,Type a,Type a
210,16,added,added,Type a,Type b
211,29,added,added,Type a,Type b
211,71,added,added,Type a,Type b
212,209,added,added,Type a,Type a
212,4,added,initial_core,Type a,Type a
213,176,added,added,Type a,Type a
213,28,added,added,Type a,Type a
214,12,added,added,Type a,Type a
214,137,added,added,Type a,Type a
215,89,added,added,Type b,Type b
215,145,added,added,Type b,Type b
216,181,added,added,Type a,Type b
216,15,added,added,Type a,Type a
217,147,added,added,Type a,Type b
217,65,added,added,Type a,Type a
218,23,added,added,Type a,Type b
218,161,added,added,Type a,Type b
219,26,added,added,Type b,Type b
219,86,added,added,Type b,Type b
220,118,added,added,Type a,Type a
220,29,added,added,Type a,Type b
221,26,added,added,Type b,Type b
221,162,added,added,Type b,Type b
222,167,added,added,Type a,Type a
222,95,added,added,Type a,Type a
223,5,added,added,Type a,Type a
223,14,added,added,Type a,Type b
224,199,added,added,Type a,Type b
224,137,added,added,Type a,Type a
225,48,added,added,Type a,Type b
225,1,added,initial_core,Type a,Type b
226,113,added,added,Type b,Type a
226,92,added,added,Type b,Type a
227,1,added,initial_core,Type b,Type b
227,63,added,added,Type b,Type b
228,88,added,added,Type b,Type a
228,182,added,added,Type b,Type b
229,13,added,added,Type a,Type b
229,41,added,added,Type a,Type a
230,166,added,added,Type b,Type b
230,124,added,added,Type b,Type a
231,32,added,added,Type b,Type b
231,127,added,added,Type b,Type b
232,40,added,added,Type a,Type b
232,0,added,initial_core,Type a,Type a
233,9,added,added,Type b,Type a
233,217,added,added,Type b,Type a
234,1,added,initial_core,Type a,Type b
234,64,added,added,Type a,Type b
235,17,added,added,Type b,Type a
235,4,added,initial_core,Type b,Type a
236,0,added,initial_core,Type a,Type a
236,90,added,added,Type a,Type a
237,160,added,added,Type a,Type a
237,11,added,added,Type a,Type b
238,1,added,initial_core,Type b,Type b
238,24,added,added,Type b,Type a
239,87,added,added,Type b,Type b
239,48,added,added,Type b,Type b
240,29,added,added,Type b,Type b
240,1,added,initial_core,Type b,Type b
241,84,added,added,Type a,Type b
241,153,added,added,Type a,Type b
242,66,added,added,Type a,Type a
242,190,added,added,Type a,Type a
243,18,added,added,Type b,Type a
243,210,added,added,Type b,Type a
244,170,added,added,Type b,Type b
244,159,added,added,Type b,Type a
245,22,added,added,Type b,Type a
245,102,added,added,Type b,Type a
246,108,added,added,Type a,Type b
246,67,added,added,Type a,Type a
247,45,added,added,Type a,Type a
247,20,added,added,Type a,Type b
248,41,added,added,Type a,Type a
248,60,added,added,Type a,Type a
249,3,added,initial_core,Type a,Type b
249,180,added,added,Type a,Type a
250,23,added,added,Type a,Type b
250,118,added,added,Type a,Type a
251,39,added,added,Type a,Type b
251,1,added,initial_core,Type a,Type b
252,83,added,added,Type a,Type b
252,45,added,added,Type a,Type a
253,8,added,added,Type a,Type a
253,35,added,added,Type a,Type b
254,20,added,added,Type a,Type b
254,0,added,initial_core,Type a,Type a
255,1,added,initial_core,Type a,Type b
255,218,added,added,Type a,Type a
256,13,added,added,Type b,Type b
256,94,added,added,Type b,Type a
257,104,added,added,Type a,Type a
257,67,added,added,Type a,Type a
258,210,added,added,Type a,Type a
258,117,added,added,Type a,Type b
259,19,added,added,Type b,Type b
259,35,added,added,Type b,Type b
260,98,added,added,Type b,Type a
260,19,added,added,Type b,Type b
261,176,added,added,Type a,Type a
261,29,added,added,Type a,Type b
262,121,added,added,Type a,Type a
262,28,added,added,Type a,Type a
263,4,added,initial_core,Type b,Type a
263,17,added,added,Type b,Type a
264,96,added,added,Type b,Type a
264,40,added,added,Type b,Type b
265,116,added,added,Type b,Type a
265,8,added,added,Type b,Type a
266,204,added,added,Type a,Type a
266,232,added,added,Type a,Type a
267,75,added,added,Type b,Type a
267,219,added,added,Type b,Type b
268,235,added,added,Type b,Type b
268,130,added,added,Type b,Type b
269,206,added,added,Type a,Type b
269,77,added,added,Type a,Type b
270,14,added,added,Type a,Type b
270,20,added,added,Type a,Type b
271,1,added,initial_core,Type b,Type b
271,32,added,added,Type b,Type b
272,3,added,initial_core,Type a,Type b
272,67,added,added,Type a,Type a
273,209,added,added,Type a,Type a
273,75,added,added,Type a,Type a
274,2,added,initial_core,Type a,Type a
274,88,added,added,Type a,Type a
275,42,added,added,Type b,Type a
275,78,added,added,Type b,Type b
276,113,added,added,Type b,Type a
276,99,added,added,Type b,Type b
277,8,added,added,Type b,Type a
277,247,added,added,Type b,Type a
278,265,added,added,Type b,Type b
278,77,added,added,Type b,Type b
279,253,added,added,Type a,Type a
279,104,added,added,Type a,Type a
280,51,added,added,Type a,Type a
280,66,added,added,Type a,Type a
281,7,added,added,Type a,Type b
281,109,added,added,Type a,Type b
282,219,added,added,Type b,Type b
282,91,added,added,Type b,Type b
283,130,added,added,Type a,Type b
283,8,added,added,Type a,Type a
284,11,added,added,Type b,Type b
284,22,added,added,Type b,Type a
285,87,added,added,Type b,Type b
285,159,added,added,Type b,Type a
286,58,added,added,Type a,Type a
286,41,added,added,Type a,Type a
287,157,added,added,Type b,Type b
287,193,added,added,Type b,Type b
288,1,added,initial_core,Type b,Type b
288,176,added,added,Type b,Type a
289,137,added,added,Type b,Type a
289,51,added,added,Type b,Type a
290,71,added,added,Type a,Type b
290,44,added,added,Type a,Type a
291,172,added,added,Type a,Type a
291,123,added,added,Type a,Type b
292,107,added,added,Type a,Type b
292,263,added,added,Type a,Type b
293,1,added,initial_core,Type b,Type b
293,273,added,added,Type b,Type a
294,68,added,added,Type b,Type b
294,267,added,added,Type b,Type b
295,14,added,added,Type a,Type b
295,0,added,initial_core,Type a,Type a
296,7,added,added,Type b,Type b
296,186,added,added,Type b,Type b
297,116,added,added,Type a,Type a
297,1,added,initial_core,Type a,Type b
298,0,added,initial_core,Type b,Type a
298,239,added,added,Type b,Type b
299,186,added,added,Type b,Type b
299,255,added,added,Type b,Type a
300,91,added,added,Type b,Type b
300,259,added,added,Type b,Type b
301,188,added,added,Type b,Type b
301,78,added,added,Type b,Type b
302,94,added,added,Type b,Type a
302,7,added,added,Type b,Type b
303,214,added,added,Type a,Type a
303,3,added,initial_core,Type a,Type b
304,77,added,added,Type b,Type b
304,202,added,added,Type b,Type a
305,8,added,added,Type a,Type a
305,9,added,added,Type a,Type a
306,84,added,added,Type a,Type b
306,2,added,initial_core,Type a,Type a
307,16,added,added,Type a,Type b
307,7,added,added,Type a,Type b
308,195,added,added,Type b,Type b
308,168,added,added,Type b,Type b
309,70,added,added,Type a,Type b
309,160,added,added,Type a,Type a
310,88,added,added,Type b,Type a
310,18,added,added,Type b,Type a
311,92,added,added,Type a,Type a
311,192,added,added,Type a,Type b
312,96,added,added,Type a,Type a
312,305,added,added,Type a,Type a
313,196,added,added,Type a,Type a
313,104,added,added,Type a,Type a
314,84,added,added,Type a,Type b
314,1,added,initial_core,Type a,Type b
315,217,added,added,Type b,Type a
315,1,added,initial_core,Type b,Type b
316,1,added,initial_core,Type b,Type b
316,4,added,initial_core,Type b,Type a
317,91,added,added,Type b,Type b
317,11,added,added,Type b,Type b
318,4,added,initial_core,Type a,Type a
318,151,added,added,Type a,Type b
319,295,added,added,Type b,Type a
319,150,added,added,Type b,Type b
320,205,added,added,Type b,Type a
320,105,added,added,Type b,Type a
321,3,added,initial_core,Type b,Type b
321,8,added,added,Type b,Type a
322,43,added,added,Type b,Type a
322,4,added,initial_core,Type b,Type a
323,41,added,added,Type b,Type a
323,2,added,initial_core,Type b,Type a
324,1,added,initial_core,Type a,Type b
324,14,added,added,Type a,Type b
325,84,added,added,Type b,Type b
325,12,added,added,Type b,Type a
326,75,added,added,Type a,Type a
326,120,added,added,Type a,Type a
327,85,added,added,Type a,Type a
327,275,added,added,Type a,Type b
328,181,added,added,Type b,Type b
328,49,added,added,Type b,Type b
329,173,added,added,Type b,Type b
329,65,added,added,Type b,Type a
330,144,added,added,Type a,Type a
330,248,added,added,Type a,Type a
331,205,added,added,Type a,Type a
331,169,added,added,Type a,Type b
332,1,added,initial_core,Type b,Type b
332,0,added,initial_core,Type b,Type a
333,93,added,added,Type b,Type a
333,4,added,initial_core,Type b,Type a
334,18,added,added,Type b,Type a
334,192,added,added,Type b,Type b
335,69,added,added,Type a,Type b
335,221,added,added,Type a,Type b
336,1,added,initial_core,Type b,Type b
336,183,added,added,Type b,Type b
337,95,added,added,Type b,Type a
337,47,added,added,Type b,Type b
338,24,added,added,Type a,Type a
338,293,added,added,Type a,Type b
339,8,added,added,Type a,Type a
339,169,added,added,Type a,Type b
340,133,added,added,Type a,Type b
340,123,added,added,Type a,Type b
341,7,added,added,Type b,Type b
341,168,added,added,Type b,Type b
342,163,added,added,Type a,Type b
342,41,added,added,Type a,Type a
343,244,added,added,Type b,Type b
343,135,added,added,Type b,Type a
344,59,added,added,Type a,Type a
344,42,added,added,Type a,Type a
345,1,added,initial_core,Type a,Type b
345,130,added,added,Type a,Type b
346,1,added,initial_core,Type a,Type b
346,133,added,added,Type a,Type b
347,93,added,added,Type b,Type a
347,4,added,initial_core,Type b,Type a
348,89,added,added,Type a,Type b
348,5,added,added,Type a,Type a
349,347,added,added,Type a,Type b
349,331,added,added,Type a,Type a
350,86,added,added,Type b,Type b
350,185,added,added,Type b,Type b
351,66,added,added,Type a,Type a
351,169,added,added,Type a,Type b
352,248,added,added,Type a,Type a
352,218,added,added,Type a,Type a
353,1,added,initial_core,Type a,Type b
353,135,added,added,Type a,Type a
354,196,added,added,Type a,Type a
354,108,added,added,Type a,Type b
355,2,added,initial_core,Type b,Type a
355,71,added,added,Type b,Type b
356,238,added,added,Type b,Type b
356,245,added,added,Type b,Type b
357,84,added,added,Type a,Type b
357,123,added,added,Type a,Type b
358,0,added,initial_core,Type b,Type a
358,209,added,added,Type b,Type a
359,88,added,added,Type b,Type a
359,8,added,added,Type b,Type a
360,0,added,initial_core,Type a,Type a
360,106,added,added,Type a,Type a
361,162,added,added,Type b,Type b
361,98,added,added,Type b,Type a
362,176,added,added,Type a,Type a
362,107,added,added,Type a,Type b
363,3,added,initial_core,Type b,Type b
363,347,added,added,Type b,Type b
364,159,added,added,Type a,Type a
364,182,added,added,Type a,Type b
365,182,added,added,Type a,Type b
365,337,added,added,Type a,Type b
366,227,added,added,Type b,Type b
366,16,added,added,Type b,Type b
367,16,added,added,Type b,Type b
367,150,added,added,Type b,Type b
368,58,added,added,Type b,Type a
368,16,added,added,Type b,Type b
369,26,added,added,Type b,Type b
369,31,added,added,Type b,Type b
370,332,added,added,Type b,Type b
370,260,added,added,Type b,Type b
371,223,added,added,Type a,Type a
371,67,added,added,Type a,Type a
372,29,added,added,Type a,Type b
372,30,added,added,Type a,Type b
373,40,added,added,Type a,Type b
373,1,added,initial_core,Type a,Type b
374,95,added,added,Type a,Type a
374,369,added,added,Type a,Type b
375,177,added,added,Type a,Type b
375,26,added,added,Type a,Type b
376,328,added,added,Type a,Type b
376,113,added,added,Type a,Type a
377,351,added,added,Type b,Type a
377,112,added,added,Type b,Type a
378,326,added,added,Type b,Type a
378,70,added,added,Type b,Type b
379,89,added,added,Type a,Type b
379,32,added,added,Type a,Type b
380,340,added,added,Type b,Type a
380,1,added,initial_core,Type b,Type b
381,17,added,added,Type a,Type a
381,89,added,added,Type a,Type b
382,40,added,added,Type a,Type b
382,4,added,initial_core,Type a,Type a
383,1,added,initial_core,Type a,Type b
383,174,added,added,Type a,Type a
384,301,added,added,Type b,Type b
384,94,added,added,Type b,Type a
385,253,added,added,Type a,Type a
385,108,added,added,Type a,Type b
386,159,added,added,Type a,Type a
386,243,added,added,Type a,Type b
387,202,added,added,Type a,Type a
387,41,added,added,Type a,Type a
388,127,added,added,Type b,Type b
388,277,added,added,Type b,Type b
389,223,added,added,Type a,Type a
389,31,added,added,Type a,Type b
390,300,added,added,Type a,Type b
390,181,added,added,Type a,Type b
391,145,added,added,Type b,Type b
391,147,added,added,Type b,Type b
392,19,added,added,Type b,Type b
392,266,added,added,Type b,Type a
393,294,added,added,Type b,Type b
393,377,added,added,Type b,Type b
394,322,added,added,Type a,Type b
394,15,added,added,Type a,Type a
395,371,added,added,Type a,Type a
395,11,added,added,Type a,Type b
396,328,added,added,Type a,Type b
396,62,added,added,Type a,Type b
397,28,added,added,Type b,Type a
397,99,added,added,Type b,Type b
398,372,added,added,Type b,Type a
398,80,added,added,Type b,Type b
399,75,added,added,Type b,Type a
399,5,added,added,Type b,Type a
400,132,added,added,Type b,Type a
400,258,added,added,Type b,Type a
401,271,added,added,Type b,Type b
401,121,added,added,Type b,Type a
402,104,added,added,Type b,Type a
402,108,added,added,Type b,Type b
403,251,added,added,Type b,Type a
403,90,added,added,Type b,Type a
404,183,added,added,Type a,Type b
404,328,added,added,Type a,Type b
405,26,added,added,Type a,Type b
405,69,added,added,Type a,Type b
406,237,added,added,Type a,Type a
406,230,added,added,Type a,Type b
407,351,added,added,Type a,Type a
407,332,added,added,Type a,Type b
408,179,added,added,Type b,Type b
408,374,added,added,Type b,Type a
409,303,added,added,Type b,Type a
409,98,added,added,Type b,Type a
410,256,added,added,Type b,Type b
410,104,added,added,Type b,Type a
411,8,added,added,Type b,Type a
411,71,added,added,Type b,Type b
412,277,added,added,Type b,Type b
412,282,added,added,Type b,Type b
413,127,added,added,Type a,Type b
413,86,added,added,Type a,Type b
